date,year,month,weekday,is_weekend,season,demand_gwh_daily,demand_low_gwh_daily(5%),demand_high_gwh_daily(7%),demand_gwh,demand_low_gwh(5%),demand_high_gwh(7%),gdp_current_usd_billion,population_total,temp_c_synthetic,rainfall_mm_synthetic,humidity_pct_synthetic,lat,lon,country,aggregation
9/20/2023,2023,9,Wednesday,FALSE,cool_dry,28.653,,,10458.4,,,107.44,55326416,21.76,1.89,70.6,-0.023559,37.906193,Kenya,national
9/21/2023,2023,9,Thursday,FALSE,cool_dry,28.653,,,10458.4,,,107.44,55326416,21.62,1.41,66.5,-0.023559,37.906193,Kenya,national
9/22/2023,2023,9,Friday,FALSE,cool_dry,28.653,,,10458.4,,,107.44,55326416,24.41,1.44,67.3,-0.023559,37.906193,Kenya,national
9/23/2023,2023,9,Saturday,TRUE,cool_dry,27.794,,,10458.4,,,107.44,55326416,19.16,1.46,66.6,-0.023559,37.906193,Kenya,national
9/24/2023,2023,9,Sunday,TRUE,cool_dry,27.794,,,10458.4,,,107.44,55326416,21.93,1.83,67.1,-0.023559,37.906193,Kenya,national
9/25/2023,2023,9,Monday,FALSE,cool_dry,28.653,,,10458.4,,,107.44,55326416,21.58,1,64.4,-0.023559,37.906193,Kenya,national
9/26/2023,2023,9,Tuesday,FALSE,cool_dry,28.653,,,10458.4,,,107.44,55326416,23.06,2.45,68.3,-0.023559,37.906193,Kenya,national
9/27/2023,2023,9,Wednesday,FALSE,cool_dry,28.653,,,10458.4,,,107.44,55326416,22.94,2.04,54.8,-0.023559,37.906193,Kenya,national
9/28/2023,2023,9,Thursday,FALSE,cool_dry,28.653,,,10458.4,,,107.44,55326416,21.07,0.8,62.2,-0.023559,37.906193,Kenya,national
9/29/2023,2023,9,Friday,FALSE,cool_dry,28.653,,,10458.4,,,107.44,55326416,22.48,4.28,55.8,-0.023559,37.906193,Kenya,national
9/30/2023,2023,9,Saturday,TRUE,cool_dry,27.794,,,10458.4,,,107.44,55326416,21.25,0.49,64.6,-0.023559,37.906193,Kenya,national
10/1/2023,2023,10,Sunday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,24.44,5.98,66.3,-0.023559,37.906193,Kenya,national
10/2/2023,2023,10,Monday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,23.29,2.2,76.6,-0.023559,37.906193,Kenya,national
10/3/2023,2023,10,Tuesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,22.19,5.03,82.4,-0.023559,37.906193,Kenya,national
10/4/2023,2023,10,Wednesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,23.44,5.44,62.2,-0.023559,37.906193,Kenya,national
10/5/2023,2023,10,Thursday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,24.23,6.31,65.9,-0.023559,37.906193,Kenya,national
10/6/2023,2023,10,Friday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,28.03,7.74,74.9,-0.023559,37.906193,Kenya,national
10/7/2023,2023,10,Saturday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,22.52,1.97,83.9,-0.023559,37.906193,Kenya,national
10/8/2023,2023,10,Sunday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,24.11,11.42,78.5,-0.023559,37.906193,Kenya,national
10/9/2023,2023,10,Monday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,26.43,5.17,75.8,-0.023559,37.906193,Kenya,national
10/10/2023,2023,10,Tuesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,19.34,2.06,71.8,-0.023559,37.906193,Kenya,national
10/11/2023,2023,10,Wednesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,20.01,0.68,68.7,-0.023559,37.906193,Kenya,national
10/12/2023,2023,10,Thursday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,21.12,10.14,75.4,-0.023559,37.906193,Kenya,national
10/13/2023,2023,10,Friday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,23.27,8.35,76.3,-0.023559,37.906193,Kenya,national
10/14/2023,2023,10,Saturday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,28.38,4.12,73.5,-0.023559,37.906193,Kenya,national
10/15/2023,2023,10,Sunday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,24.28,6.11,67.5,-0.023559,37.906193,Kenya,national
10/16/2023,2023,10,Monday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,25.92,7.53,59.3,-0.023559,37.906193,Kenya,national
10/17/2023,2023,10,Tuesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,23.06,4.43,65.4,-0.023559,37.906193,Kenya,national
10/18/2023,2023,10,Wednesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,18.57,3.1,69.2,-0.023559,37.906193,Kenya,national
10/19/2023,2023,10,Thursday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,18.87,4.09,62.8,-0.023559,37.906193,Kenya,national
10/20/2023,2023,10,Friday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,25.54,6.33,74.9,-0.023559,37.906193,Kenya,national
10/21/2023,2023,10,Saturday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,23.87,4.24,60.7,-0.023559,37.906193,Kenya,national
10/22/2023,2023,10,Sunday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,20.9,1.05,69.8,-0.023559,37.906193,Kenya,national
10/23/2023,2023,10,Monday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,25.73,6.12,75.1,-0.023559,37.906193,Kenya,national
10/24/2023,2023,10,Tuesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,20.42,0,78.8,-0.023559,37.906193,Kenya,national
10/25/2023,2023,10,Wednesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,25.77,2.27,74.2,-0.023559,37.906193,Kenya,national
10/26/2023,2023,10,Thursday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,26.4,7.36,82,-0.023559,37.906193,Kenya,national
10/27/2023,2023,10,Friday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,21.97,4.8,67.4,-0.023559,37.906193,Kenya,national
10/28/2023,2023,10,Saturday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,21.28,4.79,66,-0.023559,37.906193,Kenya,national
10/29/2023,2023,10,Sunday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,25.19,4.46,81,-0.023559,37.906193,Kenya,national
10/30/2023,2023,10,Monday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,21.31,6.83,65.1,-0.023559,37.906193,Kenya,national
10/31/2023,2023,10,Tuesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,25.22,4.06,71,-0.023559,37.906193,Kenya,national
11/1/2023,2023,11,Wednesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,21.11,0,58.2,-0.023559,37.906193,Kenya,national
11/2/2023,2023,11,Thursday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,25.12,4.82,81.3,-0.023559,37.906193,Kenya,national
11/3/2023,2023,11,Friday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,23.69,0,78,-0.023559,37.906193,Kenya,national
11/4/2023,2023,11,Saturday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,22.63,0,66.1,-0.023559,37.906193,Kenya,national
11/5/2023,2023,11,Sunday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,21.71,8.24,58.1,-0.023559,37.906193,Kenya,national
11/6/2023,2023,11,Monday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,23.98,6.84,74.3,-0.023559,37.906193,Kenya,national
11/7/2023,2023,11,Tuesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,19.71,3,74.4,-0.023559,37.906193,Kenya,national
11/8/2023,2023,11,Wednesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,22.95,3.99,81.6,-0.023559,37.906193,Kenya,national
11/9/2023,2023,11,Thursday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,22.71,4.4,87.2,-0.023559,37.906193,Kenya,national
11/10/2023,2023,11,Friday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,24.86,6.75,74.1,-0.023559,37.906193,Kenya,national
11/11/2023,2023,11,Saturday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,20.99,2.21,70.4,-0.023559,37.906193,Kenya,national
11/12/2023,2023,11,Sunday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,26.93,1.93,70.3,-0.023559,37.906193,Kenya,national
11/13/2023,2023,11,Monday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,22.88,2.58,69.8,-0.023559,37.906193,Kenya,national
11/14/2023,2023,11,Tuesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,21.22,4.53,61.1,-0.023559,37.906193,Kenya,national
11/15/2023,2023,11,Wednesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,26.27,4.85,64.9,-0.023559,37.906193,Kenya,national
11/16/2023,2023,11,Thursday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,26.83,3.17,71.5,-0.023559,37.906193,Kenya,national
11/17/2023,2023,11,Friday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,23.12,6.12,58.9,-0.023559,37.906193,Kenya,national
11/18/2023,2023,11,Saturday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,21.72,1.56,61.6,-0.023559,37.906193,Kenya,national
11/19/2023,2023,11,Sunday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,23.53,3.98,82,-0.023559,37.906193,Kenya,national
11/20/2023,2023,11,Monday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,22.12,2.41,66.7,-0.023559,37.906193,Kenya,national
11/21/2023,2023,11,Tuesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,22.88,1.61,78.6,-0.023559,37.906193,Kenya,national
11/22/2023,2023,11,Wednesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,26.62,7.31,81,-0.023559,37.906193,Kenya,national
11/23/2023,2023,11,Thursday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,24.28,3.36,72.3,-0.023559,37.906193,Kenya,national
11/24/2023,2023,11,Friday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,23.79,1.61,78.9,-0.023559,37.906193,Kenya,national
11/25/2023,2023,11,Saturday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,24.19,4.28,70.7,-0.023559,37.906193,Kenya,national
11/26/2023,2023,11,Sunday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,23.38,1.62,65.1,-0.023559,37.906193,Kenya,national
11/27/2023,2023,11,Monday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,25.18,5.7,71.3,-0.023559,37.906193,Kenya,national
11/28/2023,2023,11,Tuesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,25.26,6.35,72.8,-0.023559,37.906193,Kenya,national
11/29/2023,2023,11,Wednesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,22.76,6.8,73.2,-0.023559,37.906193,Kenya,national
11/30/2023,2023,11,Thursday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,23.71,1.47,72.8,-0.023559,37.906193,Kenya,national
12/1/2023,2023,12,Friday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,28.33,3.81,69,-0.023559,37.906193,Kenya,national
12/2/2023,2023,12,Saturday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,24.34,8.9,80.8,-0.023559,37.906193,Kenya,national
12/3/2023,2023,12,Sunday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,23.13,3.63,70.6,-0.023559,37.906193,Kenya,national
12/4/2023,2023,12,Monday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,27.6,7.42,68.9,-0.023559,37.906193,Kenya,national
12/5/2023,2023,12,Tuesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,23.52,8.08,79.7,-0.023559,37.906193,Kenya,national
12/6/2023,2023,12,Wednesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,21.31,0.65,64.2,-0.023559,37.906193,Kenya,national
12/7/2023,2023,12,Thursday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,24.85,7.28,72.2,-0.023559,37.906193,Kenya,national
12/8/2023,2023,12,Friday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,21.7,6.11,84.1,-0.023559,37.906193,Kenya,national
12/9/2023,2023,12,Saturday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,22.51,6.43,72.8,-0.023559,37.906193,Kenya,national
12/10/2023,2023,12,Sunday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,24.15,8.51,83.7,-0.023559,37.906193,Kenya,national
12/11/2023,2023,12,Monday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,23.25,5.36,70.2,-0.023559,37.906193,Kenya,national
12/12/2023,2023,12,Tuesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,21.97,4.39,68.2,-0.023559,37.906193,Kenya,national
12/13/2023,2023,12,Wednesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,22.4,5.75,71,-0.023559,37.906193,Kenya,national
12/14/2023,2023,12,Thursday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,22.31,3.31,67.8,-0.023559,37.906193,Kenya,national
12/15/2023,2023,12,Friday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,25.83,5.46,69.4,-0.023559,37.906193,Kenya,national
12/16/2023,2023,12,Saturday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,22.06,0,68.8,-0.023559,37.906193,Kenya,national
12/17/2023,2023,12,Sunday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,22.36,8.61,78.7,-0.023559,37.906193,Kenya,national
12/18/2023,2023,12,Monday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,27.58,2.83,75.5,-0.023559,37.906193,Kenya,national
12/19/2023,2023,12,Tuesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,22.39,5.57,70.6,-0.023559,37.906193,Kenya,national
12/20/2023,2023,12,Wednesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,26.48,4.99,66.3,-0.023559,37.906193,Kenya,national
12/21/2023,2023,12,Thursday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,26.13,4.45,98.1,-0.023559,37.906193,Kenya,national
12/22/2023,2023,12,Friday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,23.19,4.47,70.7,-0.023559,37.906193,Kenya,national
12/23/2023,2023,12,Saturday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,20.66,4.35,83.6,-0.023559,37.906193,Kenya,national
12/24/2023,2023,12,Sunday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,24.41,0,62.8,-0.023559,37.906193,Kenya,national
12/25/2023,2023,12,Monday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,24.85,2.79,66.4,-0.023559,37.906193,Kenya,national
12/26/2023,2023,12,Tuesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,25.44,7.24,82.2,-0.023559,37.906193,Kenya,national
12/27/2023,2023,12,Wednesday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,23.64,1.57,63.5,-0.023559,37.906193,Kenya,national
12/28/2023,2023,12,Thursday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,25.91,1.49,63.7,-0.023559,37.906193,Kenya,national
12/29/2023,2023,12,Friday,FALSE,short_rains,28.653,,,10458.4,,,107.44,55326416,26.28,9.59,71.9,-0.023559,37.906193,Kenya,national
12/30/2023,2023,12,Saturday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,21.39,7.27,66.5,-0.023559,37.906193,Kenya,national
12/31/2023,2023,12,Sunday,TRUE,short_rains,27.794,,,10458.4,,,107.44,55326416,26.36,8.18,70,-0.023559,37.906193,Kenya,national
1/1/2024,2024,1,Monday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,24.35,2.09,61.6,-0.023559,37.906193,Kenya,national
1/2/2024,2024,1,Tuesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,22.87,2.52,67.3,-0.023559,37.906193,Kenya,national
1/3/2024,2024,1,Wednesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,23.36,3.28,61.8,-0.023559,37.906193,Kenya,national
1/4/2024,2024,1,Thursday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,27.76,2.97,62.7,-0.023559,37.906193,Kenya,national
1/5/2024,2024,1,Friday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,25.97,1.97,71,-0.023559,37.906193,Kenya,national
1/6/2024,2024,1,Saturday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,20.42,0,71.7,-0.023559,37.906193,Kenya,national
1/7/2024,2024,1,Sunday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,24.17,0.98,57.5,-0.023559,37.906193,Kenya,national
1/8/2024,2024,1,Monday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,23.72,0,45.4,-0.023559,37.906193,Kenya,national
1/9/2024,2024,1,Tuesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,23.65,4.51,52.2,-0.023559,37.906193,Kenya,national
1/10/2024,2024,1,Wednesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,22.97,1.48,68.9,-0.023559,37.906193,Kenya,national
1/11/2024,2024,1,Thursday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,21.09,1.82,56.5,-0.023559,37.906193,Kenya,national
1/12/2024,2024,1,Friday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,25.72,2.53,54.6,-0.023559,37.906193,Kenya,national
1/13/2024,2024,1,Saturday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,22.12,2.11,56.7,-0.023559,37.906193,Kenya,national
1/14/2024,2024,1,Sunday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,23.26,2.89,73.1,-0.023559,37.906193,Kenya,national
1/15/2024,2024,1,Monday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,22.8,1.13,60.8,-0.023559,37.906193,Kenya,national
1/16/2024,2024,1,Tuesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,22.54,0,57.3,-0.023559,37.906193,Kenya,national
1/17/2024,2024,1,Wednesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,25.49,4.76,54.7,-0.023559,37.906193,Kenya,national
1/18/2024,2024,1,Thursday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,24.77,0.99,51.5,-0.023559,37.906193,Kenya,national
1/19/2024,2024,1,Friday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,22.65,1.35,83,-0.023559,37.906193,Kenya,national
1/20/2024,2024,1,Saturday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,22.11,0.86,60,-0.023559,37.906193,Kenya,national
1/21/2024,2024,1,Sunday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,23.06,1.23,61.6,-0.023559,37.906193,Kenya,national
1/22/2024,2024,1,Monday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,25.93,2.1,57.8,-0.023559,37.906193,Kenya,national
1/23/2024,2024,1,Tuesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,24.25,3.21,68.9,-0.023559,37.906193,Kenya,national
1/24/2024,2024,1,Wednesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,24.47,0.46,52.3,-0.023559,37.906193,Kenya,national
1/25/2024,2024,1,Thursday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,23.34,2.51,44.9,-0.023559,37.906193,Kenya,national
1/26/2024,2024,1,Friday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,23.48,1.03,55.7,-0.023559,37.906193,Kenya,national
1/27/2024,2024,1,Saturday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,24.43,3.9,63.1,-0.023559,37.906193,Kenya,national
1/28/2024,2024,1,Sunday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,20.31,0.18,78.5,-0.023559,37.906193,Kenya,national
1/29/2024,2024,1,Monday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,27.22,2.21,59.8,-0.023559,37.906193,Kenya,national
1/30/2024,2024,1,Tuesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,22.42,3.15,53.4,-0.023559,37.906193,Kenya,national
1/31/2024,2024,1,Wednesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,22.86,0,58.5,-0.023559,37.906193,Kenya,national
2/1/2024,2024,2,Thursday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,26.68,2.22,54.1,-0.023559,37.906193,Kenya,national
2/2/2024,2024,2,Friday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,24.44,2.27,54,-0.023559,37.906193,Kenya,national
2/3/2024,2024,2,Saturday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,24.08,0.83,61.1,-0.023559,37.906193,Kenya,national
2/4/2024,2024,2,Sunday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,22.83,1.72,62.7,-0.023559,37.906193,Kenya,national
2/5/2024,2024,2,Monday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,20.88,3.56,55.1,-0.023559,37.906193,Kenya,national
2/6/2024,2024,2,Tuesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,24.37,2.42,69.2,-0.023559,37.906193,Kenya,national
2/7/2024,2024,2,Wednesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,26.39,1.41,59.8,-0.023559,37.906193,Kenya,national
2/8/2024,2024,2,Thursday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,22.2,1.73,61.3,-0.023559,37.906193,Kenya,national
2/9/2024,2024,2,Friday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,26.73,2.72,56.2,-0.023559,37.906193,Kenya,national
2/10/2024,2024,2,Saturday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,21.75,3.97,63.3,-0.023559,37.906193,Kenya,national
2/11/2024,2024,2,Sunday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,22.53,3.25,63.7,-0.023559,37.906193,Kenya,national
2/12/2024,2024,2,Monday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,25.01,3.15,65.7,-0.023559,37.906193,Kenya,national
2/13/2024,2024,2,Tuesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,24,4.41,53.8,-0.023559,37.906193,Kenya,national
2/14/2024,2024,2,Wednesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,25.38,0,65.5,-0.023559,37.906193,Kenya,national
2/15/2024,2024,2,Thursday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,22.52,0,55.8,-0.023559,37.906193,Kenya,national
2/16/2024,2024,2,Friday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,21.94,0,61.2,-0.023559,37.906193,Kenya,national
2/17/2024,2024,2,Saturday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,20.27,3.3,66.4,-0.023559,37.906193,Kenya,national
2/18/2024,2024,2,Sunday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,21.59,0,72.6,-0.023559,37.906193,Kenya,national
2/19/2024,2024,2,Monday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,21.85,1.96,56.8,-0.023559,37.906193,Kenya,national
2/20/2024,2024,2,Tuesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,21.15,3.17,51.5,-0.023559,37.906193,Kenya,national
2/21/2024,2024,2,Wednesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,24.62,0,61.6,-0.023559,37.906193,Kenya,national
2/22/2024,2024,2,Thursday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,22.67,1.02,70.3,-0.023559,37.906193,Kenya,national
2/23/2024,2024,2,Friday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,20.02,1.62,57.8,-0.023559,37.906193,Kenya,national
2/24/2024,2024,2,Saturday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,28.97,3.13,80,-0.023559,37.906193,Kenya,national
2/25/2024,2024,2,Sunday,TRUE,short_dry,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,22.33,0,45.3,-0.023559,37.906193,Kenya,national
2/26/2024,2024,2,Monday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,21.49,2.5,72.5,-0.023559,37.906193,Kenya,national
2/27/2024,2024,2,Tuesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,26.48,3.07,69.8,-0.023559,37.906193,Kenya,national
2/28/2024,2024,2,Wednesday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,26.33,2.23,69.4,-0.023559,37.906193,Kenya,national
2/29/2024,2024,2,Thursday,FALSE,short_dry,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,21.7,2.25,53.8,-0.023559,37.906193,Kenya,national
3/1/2024,2024,3,Friday,FALSE,long_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,20.05,9.44,86.4,-0.023559,37.906193,Kenya,national
3/2/2024,2024,3,Saturday,TRUE,long_rains,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,21,5.81,84.9,-0.023559,37.906193,Kenya,national
3/3/2024,2024,3,Sunday,TRUE,long_rains,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,25.26,4.95,85.5,-0.023559,37.906193,Kenya,national
